event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
MEX81795,30-Nov-23,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Mexico),,6,,,0,60,,484,North America,Mexico,Mexico,Naucalpan de Juarez,,Naucalpan de Juarez,19.4788,-99.2332,1,La Jornada,National,"On 30 November 2023, in Naucalpan de Juarez, Mexico, relatives and friends of a couple who was ran over by municipal police officers held a protest outside the Control Courts of San Pedro Barrientos to demand to bring them to trial.",0,crowd size=no report,1701732581
MEX81796,30-Nov-23,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Mexico),,6,,,0,60,,484,North America,Mexico,Veracruz de Ignacio de la Llave,Xalapa,,Xalapa-Enriquez,19.5271,-96.9226,1,Imagen del Golfo; La Jornada,Subnational-National,"On 30 November 2023, in Xalapa-Enriquez, Veracruz, relatives of three young people who died inside the 'Heriberto Jara Corona' barracks held a protest at the State Attorney General's Office (FGE) to demand justice and clarification of the cases after no one has been punished.",0,crowd size=no report,1701732581
MEX81805,30-Nov-23,2023,1,Demonstrations,Riots,Violent demonstration,Rioters (Mexico),Students (Mexico),5,,,0,50,,484,North America,Mexico,Ciudad de Mexico,Coyoacan,,Ciudad de Mexico - Coyoacan,19.3502,-99.1621,1,El Universal (Mexico),National,"On 30 November 2023, in Ciudad de Mexico - Coyoacan, a group of students from High School 5 'Josa Vasconcelos' marched from the sculpture known as 'Los Bigotes' to the UNAM Rectory Tower. The participants threw gasoline at the main door and set it on fire. The students demanded the dismissal of the director, as they accuse him for not addressing the demands of sexual harassment of young people.",0,crowd size=hundreds,1701732582
LCA48,30-Nov-23,2023,2,Demonstrations,Protests,Peaceful protest,Protesters (Saint Lucia),UWP: United Workers Party (Saint Lucia),6,,,0,60,,662,Caribbean,Saint Lucia,Castries,,,Castries,13.9957,-61.0061,1,Loop News St. Lucia,Regional,"Around 30 November 2023 (as reported), in Castries, Castries, supporters of the United Workers Party held a protest with banners, the so called 'Save Our Saint Lucia' march, against the national government.",0,crowd size=no report,1701732582
HTI5539,30-Nov-23,2023,1,Political violence,Battles,Armed clash,Unidentified Armed Group (Haiti),,3,Vitelhomme Gang,,3,33,,332,Caribbean,Haiti,Ouest,Port-au-Prince,,Port-au-Prince - Tabarre,18.5833,-72.2667,1,Rezo Nodwes,National,"On 30 November 2023, in Port-au-Prince - Tabarre, Ouest, a leader of the Vitelhomme gang (Kraze Barye) was shot and killed. There is no information on the perpetrators. The gang members led the Vitelhomme faction that operates in Penye 50 (Pernie), Furcy and Chateaublon areas. 1 fatality.",1,,1701732582
BRA77221,30-Nov-23,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Brazil),Labor Group (Brazil),6,,,0,60,,76,South America,Brazil,Rio Grande do Sul,Porto Alegre,,Porto Alegre,-30.0331,-51.23,1,Brasil de Fato,National,"On 30 November 2023, in Porto Alegre (Rio Grande do Sul), app delivery workers carried out a protest to demand more security to perform their jobs, after a delivery worker was involved in a road accident and did not survive the injuries.",0,crowd size=no report,1701732582
BRA77223,30-Nov-23,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Brazil),Labor Group (Brazil); Government of Brazil (2023-); PL: Liberal Party; Republicanos Party; NOVO: New Party; PP: Progressive Party; Cidadania Party,6,,,0,60,,76,South America,Brazil,Rio Grande do Sul,Porto Alegre,,Porto Alegre,-30.0331,-51.23,1,Correio do Povo,Subnational,"On 30 November 2023, in Porto Alegre (Rio Grande do Sul), business owners and state deputies (affiliated with PL, Republicanos, NOVO, PP and Cidadania) carried out a protest in the Legislative Assembly against a draft bill aimed at increasing tax over services.",0,crowd size=no report,1701732582
BRA77231,30-Nov-23,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Brazil),MTST: Homeless Workers' Movement,6,,,0,60,,76,South America,Brazil,Pernambuco,Recife,,Recife,-8.0539,-34.8811,1,G1,National,"On 30 November 2023, in Recife (Pernambuco), a group of MTST members protested to demand for popular housing and the regularization of an existing occupation. The protest ended in front of the city hall.",0,crowd size=no report,1701732582
BRA77233,30-Nov-23,2023,2,Political violence,Battles,Armed clash,Military Forces of Brazil (2023-) Military Police,Police Forces of Brazil (2023-) Civil Police,1,Unidentified Gang and/or Police Militia,,3,13,,76,South America,Brazil,Rio de Janeiro,Rio de Janeiro,,Rio de Janeiro - West Zone,-22.9147,-43.4879,1,R7,National,"Around 30 November 2023 (as reported), in Rio de Janeiro - West Zone (Rio de Janeiro), civil and military police agents exchanged fire with drug traffickers in the Cidade de Deus neighborhood during a joint operation between the civil and military police that led to the arrest of two drug trafficking leaders in the region. There were no fatalities.",0,,1701732582
VEN21739,30-Nov-23,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Venezuela),PSUV: United Socialist Party of Venezuela; Government of Venezuela (1999-),6,,,0,60,,862,South America,Venezuela,Delta Amacuro,Tucupita,,Tucupita,9.0581,-62.05,1,Tane Tanae,Subnational,"On 30 November 2023, in Tucupita (Delta Amacuro), a group of demonstrators, including PSUV supporters, the Delta Amacuro state governor (PSUV), and the President of the National Assembly (PSUV), marched to support Venezuela in its ongoing international territorial dispute over the Esequibo territories currently belonging to Guyana, and in favor of the Esequibo territories referendum, scheduled for 3 December 2023.",0,crowd size=no report,1701732582
VEN21740,30-Nov-23,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Venezuela),PSUV: United Socialist Party of Venezuela; Government of Venezuela (1999-); AD: Democratic Action; COPEI: Social Christian Party; SPV: Solutions for Venezuela,6,,,0,60,,862,South America,Venezuela,Portuguesa,Guanare,,Guanare,9.0418,-69.7421,1,Ultimas Noticias,National,"On 30 November 2023, in Guanare (Portuguesa), approximately 42,000 demonstrators, including PSUV supporters, the Portuguesa state governor (PSUV), and members of the AD, SPV, and Copei political parties, marched to support Venezuela in its ongoing international territorial dispute over the Esequibo territories currently belonging to Guyana, and in favor of the Esequibo territories referendum, scheduled for 3 December 2023.",0,"crowd size=approximately 42,000",1701732582
VEN21744,30-Nov-23,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Venezuela),PSUV: United Socialist Party of Venezuela; Government of Venezuela (1999-); Military Forces of Venezuela (1999-); Labor Group (Venezuela); Students (Venezuela); GPPSB: Simon Bolivar Great Patriotic Pole; AD: Democratic Action; COPEI: Social Christian Party,6,,,0,60,,862,South America,Venezuela,Bolivar,Caroni,,Ciudad Guayana,8.295,-62.7191,1,El Diario de Guayana,Subnational,"On 30 November 2023, in Ciudad Guayana (Bolivar), thousands of demonstrators, including PSUV supporters, the PSUV Vice President, the Bolivar state governor (PSUV), the Caroni municipality mayor (PSUV), CVG officials and workers, students, members of the GPPSB, AD, and Copei political parties, and military representatives, marched to support Venezuela in its ongoing international territorial dispute over the Esequibo territories currently belonging to Guyana, and in favor of the Esequibo territories referendum, scheduled for 3 December 2023.",0,crowd size=thousands,1701732582
VEN21745,30-Nov-23,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Venezuela),PSUV: United Socialist Party of Venezuela; Government of Venezuela (1999-); Military Forces of Venezuela (1999-); Police Forces of Venezuela (1999-),6,,,0,60,,862,South America,Venezuela,La Guaira,La Guaira,,Catia la Mar,10.6055,-67.0324,1,La Verdad de Vargas; OVCS: Observatorio Venezolano de Conflictividad Social,Other-Subnational,"On 30 November 2023, in Catia la Mar (La Guaira), thousands of demonstrators, including PSUV supporters, the PSUV Vice President, the La Guaira state governor (PSUV), and military and police representatives, marched to support Venezuela in its ongoing international territorial dispute over the Esequibo territories currently belonging to Guyana, and in favor of the Esequibo territories referendum, scheduled for 3 December 2023. They marched to the La Atlantida Avenue.",0,crowd size=thousands,1701732582
VEN21755,30-Nov-23,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Venezuela),Women (Venezuela),6,,,0,60,,862,South America,Venezuela,Tachira,San Cristobal,,San Cristobal,7.7679,-72.2324,1,La Patilla; VPItv,National,"On 30 November 2023, in San Cristobal (Tachira), a group of residents and representatives of the Committee for the Defense of Users of Essential Services (CUSP), mostly women, protested against the poor internet and phone services provided by the CANTV telecom company, and their elevated prices. Some of the protesters symbolically dressed up as 'Miss Bureaucracy', 'Miss Breakdown', and 'Miss Elevated Bills'. They gathered outside the CANTV office.",0,crowd size=no report,1701732582
BRA77357,30-Nov-23,2023,1,Political violence,Violence against civilians,Attack,Unidentified Armed Group (Brazil),,3,Civilians (Brazil),,7,37,Civilian targeting,76,South America,Brazil,Santa Catarina,Ararangua,,Ararangua,-28.9349,-49.4872,1,Portal Agora,Subnational,"On 30 November 2023, in Ararangua (Santa Catarina), two armed individuals chased after a man in the Buraco Quente neighborhood, shot and injured him. Authorship and motivation of the attack are unknown. There were no fatalities.",0,,1701732582
BRA77358,30-Nov-23,2023,1,Political violence,Violence against civilians,Attack,Unidentified Armed Group (Brazil),,3,Civilians (Brazil),,7,37,Civilian targeting,76,South America,Brazil,Paraiba,Bayeux,,Bayeux,-7.1318,-34.932,1,Portal T5,Subnational,"On 30 November 2023, in Bayeux (Paraiba), two unidentified armed individuals shot and injured a man. The suspects approached the man while he was walking on the street and shot him. The victim was injured and was taken to the hospital. The suspects escaped. Circumstances of the attack are unknown. There were no fatalities.",0,,1701732582
BRA77359,30-Nov-23,2023,1,Strategic developments,Strategic developments,Looting/property destruction,Military Forces of Brazil (2023-) Military Police,,1,Unidentified Gang (Brazil),,3,13,,76,South America,Brazil,Mato Grosso do Sul,Bonito,,Bonito,-21.1261,-56.4902,1,Midiamax,Subnational,"Property destruction: On 30 November 2023, in Bonito (Mato Grosso do Sul), military police seized a truck with 1,045kg of marijuana during an inspection on the MS-178 highway. No arrests were made.",0,,1701732582
BRA77360,30-Nov-23,2023,1,Political violence,Battles,Armed clash,Unidentified Gang (Brazil),,3,Unidentified Gang (Brazil),,3,33,,76,South America,Brazil,Mato Grosso do Sul,Campo Grande,,Campo Grande,-20.4428,-54.6464,1,Midiamax,Subnational,"On 30 November 2023, in Campo Grande (Mato Grosso do Sul), an armed individual shot and killed a man in the Santa Luzia neighborhood. Police believe the deceased was killed in an ambush motivated by drug trafficking disputes, since police found cash and portions of drugs with the deceased. 1 fatality.",1,,1701732582
BRA77361,30-Nov-23,2023,1,Political violence,Violence against civilians,Attack,Unidentified Gang (Brazil),,3,Civilians (Brazil),,7,37,Civilian targeting,76,South America,Brazil,Minas Gerais,Contagem,,Contagem,-19.9317,-44.0536,1,Estado de Minas,Subnational,"On 30 November 2023, in Contagem (Minas Gerais), an armed individual who arrived with an accomplice shot and killed a man in the Sao Mateus neighborhood. Police believe the victim was killed in the context of territorial disputes between rival drug trafficking groups. 1 fatality.",1,,1701732582
BRA77362,30-Nov-23,2023,1,Political violence,Battles,Armed clash,PCC: First Capital Command,,3,CV: Red Command,,3,33,,76,South America,Brazil,Amazonas,Iranduba,,Iranduba,-3.2847,-60.1861,2,A Critica; Portal do Holanda,Subnational,"On 30 November 2023, in Iranduba municipality (Amazonas), unknown armed individuals shot and killed a member of the CV in the Sao Francisco do Laguinho region. The CV member was shot approximately 30 times, indicating an execution. The deceased had been receiving death threats from PCC members. 1 fatality.",1,,1701732582
BRA77363,30-Nov-23,2023,1,Political violence,Violence against civilians,Attack,Unidentified Gang and/or Police Militia,,3,Civilians (Brazil),,7,37,Civilian targeting,76,South America,Brazil,Sao Paulo,Mogi das Cruzes,,Jundiapeba,-23.5485,-46.2522,1,G1,National,"On 30 November 2023, in Jundiapeba (Mogi das Cruzes, Sao Paulo), two men invaded a house and shot a man 17 times, likely indicating an execution. His wife witnessed the crime and said that the perpetrators identified themselves as police officers. The victim had criminal records (unspecified). 1 fatality.",1,,1701732582
BRA77364,30-Nov-23,2023,1,Political violence,Battles,Armed clash,Unidentified Gang (Brazil),,3,Unidentified Gang (Brazil),,3,33,,76,South America,Brazil,Piaui,Luis Correia,,Luis Correia,-2.88,-41.6643,1,G1,National,"On 30 November 2023, in Luis Correia (Piaui), an armed clash took place between unidentified drug trafficking suspects near a shopping mall. The police was called and a suspect was arrested. Police believes the clash was a dispute between drug trafficking gang members. Police seized two firearms. There were no fatalities.",0,,1701732582
BRA77365,30-Nov-23,2023,1,Political violence,Battles,Armed clash,Military Forces of Brazil (2023-) Military Police,,1,Unidentified Gang (Brazil),,3,13,,76,South America,Brazil,Amapa,Macapa,,Macapa,0.0389,-51.0664,1,Diario do Amapa,Subnational,"On 30 November 2023, in Macapa (Amapa), a drug trafficking suspect exchanged fire with military police during a police patrol in the Perpetuo Socorro neighborhood. The drug trafficker was killed. 1 fatality.",1,,1701732582
